日期Date	指数代码Index Code	指数中文全称Index Chinese Name(Full)	指数中文简称Index Chinese Name	指数英文全称Index English Name(Full)	指数英文简称Index Chinese Name	开盘Open	最高High	最低Low	收盘Close	涨跌Change	涨跌幅(%)Change(%)	成交量（万手）Volume(M Shares)	成交金额（亿元）Turnover	样本数量ConsNumber
20221108	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	853.30	855.80	845.64	852.47	-1.32	-0.15	1187.67	91.48	50
20221109	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	848.67	854.57	844.25	844.47	-8.00	-0.94	868.38	66.84	50
20221110	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	839.58	870.93	838.56	867.66	23.19	2.75	1681.63	123.55	50
20221111	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	884.13	889.00	870.58	870.99	3.33	0.38	1917.59	152.78	50
20221114	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	873.04	884.73	872.35	878.16	7.16	0.82	1474.91	118.31	50
20221115	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	874.90	889.52	874.62	888.85	10.70	1.22	1314.90	110.54	50
20221116	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	895.07	909.65	895.07	903.00	14.15	1.59	1734.91	148.94	50
20221117	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	921.82	926.09	907.13	925.36	22.36	2.48	2292.22	219.84	50
20221118	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	925.00	956.26	924.90	925.92	0.56	0.06	2644.46	243.52	50
20221121	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	916.01	921.73	892.72	898.12	-27.80	-3.00	1744.69	146.52	50
20221122	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	896.01	899.87	887.25	890.90	-7.21	-0.80	1395.81	117.51	50
20221123	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	890.17	890.17	872.46	884.21	-6.69	-0.75	1303.61	109.52	50
20221124	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	883.67	888.17	872.50	874.50	-9.71	-1.10	878.13	71.32	50
20221125	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	874.24	883.18	870.31	877.85	3.35	0.38	900.04	74.45	50
20221128	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	865.58	880.13	856.54	874.89	-2.96	-0.34	1156.24	88.26	50
20221129	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	876.17	903.12	876.17	900.74	25.86	2.96	1350.68	107.02	50
20221130	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	898.44	907.99	895.21	901.33	0.59	0.07	1189.96	99.73	50
20221201	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	915.93	924.46	915.60	916.13	14.79	1.64	1617.44	134.65	50
20221202	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	916.60	929.70	915.83	920.46	4.33	0.47	1317.65	107.69	50
20221205	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	933.25	942.19	929.69	941.73	21.27	2.31	1650.05	139.53	50
20221206	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	939.64	947.58	928.75	931.89	-9.84	-1.04	1437.29	137.22	50
20221207	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	929.40	947.13	924.21	935.80	3.91	0.42	1412.37	136.20	50
20221208	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	932.63	937.82	920.40	934.63	-1.17	-0.13	1243.47	111.41	50
20221209	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	932.78	933.11	915.84	927.89	-6.74	-0.72	1441.77	126.25	50
20221212	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	924.82	929.56	913.97	915.20	-12.68	-1.37	1289.41	110.18	50
20221213	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	914.66	930.13	912.04	919.49	4.29	0.47	1279.45	119.95	50
20221214	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	915.34	931.03	912.04	926.52	7.04	0.77	1136.30	101.96	50
20221215	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	925.44	930.58	917.04	917.72	-8.81	-0.95	1207.27	110.19	50
20221216	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	912.58	915.33	904.01	911.51	-6.20	-0.68	1099.09	98.02	50
20221219	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	909.08	914.59	890.18	893.82	-17.69	-1.94	1131.22	98.61	50
20221220	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	897.30	900.99	878.60	879.21	-14.62	-1.64	1016.99	90.43	50
20221221	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	879.23	892.49	876.08	883.70	4.50	0.51	880.44	80.31	50
20221222	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	887.52	908.16	887.52	891.43	7.73	0.87	1160.78	114.54	50
20221223	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	886.58	914.11	886.20	906.04	14.61	1.64	1169.28	114.89	50
20221226	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	903.94	912.97	900.61	906.56	0.52	0.06	1045.59	106.60	50
20221227	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	909.84	911.27	901.22	906.88	0.32	0.04	967.17	104.46	50
20221228	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	904.80	913.61	896.86	907.84	0.96	0.11	1077.19	108.91	50
20221229	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	909.18	916.72	900.52	900.77	-7.07	-0.78	1270.37	129.45	50
20221230	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	901.08	919.94	900.89	918.34	17.57	1.95	1404.54	135.58	50
20230103	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	919.19	946.44	916.94	944.55	26.21	2.85	1855.67	172.72	50
20230104	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	946.33	961.33	942.52	955.94	11.39	1.21	1864.83	187.69	50
20230105	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	957.94	979.06	957.82	969.99	14.06	1.47	1708.90	181.35	50
20230106	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	968.10	969.14	946.00	948.28	-21.72	-2.24	1547.51	151.63	50
20230109	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	952.65	966.95	952.65	963.06	14.79	1.56	1336.21	135.36	50
20230110	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	966.55	976.04	958.25	975.54	12.48	1.30	2068.61	160.08	50
20230111	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	975.73	975.73	953.09	954.65	-20.89	-2.14	1905.52	145.13	50
20230112	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	957.63	963.63	949.36	956.64	1.99	0.21	2422.69	147.51	50
20230113	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	960.41	969.36	954.76	969.36	12.73	1.33	2139.88	153.59	50
20230116	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	972.66	974.14	964.46	966.77	-2.59	-0.27	2306.74	161.65	50
20230117	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	968.40	968.40	950.16	955.45	-11.32	-1.17	1871.65	137.08	50
20230118	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	960.72	973.57	959.79	968.82	13.38	1.40	1777.61	150.01	50
20230119	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	964.93	978.49	958.85	978.33	9.51	0.98	1468.52	122.98	50
20230120	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	978.91	985.35	975.19	985.35	7.02	0.72	1683.16	125.96	50
20230130	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1000.82	1002.10	984.06	985.22	-0.13	-0.01	2289.80	198.28	50
20230131	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	983.44	988.93	978.52	988.83	3.60	0.37	2765.41	183.01	50
20230201	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	989.80	1001.69	981.24	1001.57	12.75	1.29	2596.15	193.67	50
20230202	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1003.96	1026.71	1002.69	1012.31	10.74	1.07	2889.64	248.98	50
20230203	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1011.13	1024.58	1010.17	1023.13	10.81	1.07	2423.39	201.84	50
20230206	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1020.73	1037.89	1010.91	1030.69	7.56	0.74	2529.71	228.07	50
20230207	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1029.30	1056.18	1023.57	1051.04	20.36	1.98	3386.50	285.03	50
20230208	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1051.57	1053.08	1028.50	1029.22	-21.82	-2.08	3044.73	235.93	50
20230209	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1023.93	1049.66	1017.28	1049.40	20.18	1.96	2528.58	204.25	50
20230210	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1049.18	1068.45	1047.87	1052.39	2.98	0.28	3064.11	249.54	50
20230213	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1050.00	1066.33	1045.27	1064.57	12.18	1.16	2958.57	230.01	50
20230214	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1065.88	1070.45	1053.46	1056.17	-8.40	-0.79	2249.51	199.15	50
20230215	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1057.73	1077.12	1052.63	1074.90	18.73	1.77	2707.25	259.47	50
20230216	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1071.75	1105.87	1061.79	1068.22	-6.68	-0.62	4258.66	361.01	50
20230217	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1070.91	1074.55	1041.54	1041.96	-26.26	-2.46	2762.64	232.88	50
20230220	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1046.15	1079.47	1042.07	1079.46	37.50	3.60	2853.04	253.44	50
20230221	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1076.04	1083.11	1056.96	1065.98	-13.47	-1.25	2823.15	239.00	50
20230222	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1056.16	1060.87	1041.40	1054.65	-11.33	-1.06	2040.94	169.05	50
20230223	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1053.99	1054.31	1029.19	1034.26	-20.39	-1.93	1999.37	165.88	50
20230224	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1035.14	1038.64	1024.78	1034.13	-0.13	-0.01	1499.96	129.22	50
20230227	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1029.69	1033.62	1015.04	1016.51	-17.62	-1.70	1502.78	127.08	50
20230228	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1024.89	1029.95	1014.97	1029.89	13.38	1.32	1527.93	140.45	50
20230301	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1029.80	1073.21	1028.80	1070.49	40.60	3.94	2924.39	256.27	50
20230302	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1070.08	1093.41	1068.98	1089.48	18.99	1.77	2976.33	265.63	50
20230303	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1084.09	1094.62	1071.31	1083.31	-6.16	-0.57	2143.26	203.79	50
20230306	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1084.99	1086.88	1071.55	1073.69	-9.63	-0.89	1968.87	183.08	50
20230307	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1074.39	1081.16	1050.72	1051.44	-22.25	-2.07	2084.60	194.87	50
20230308	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1049.27	1064.62	1047.00	1064.46	13.02	1.24	1633.11	148.96	50
20230309	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1062.99	1066.34	1051.33	1061.20	-3.26	-0.31	1811.28	163.52	50
20230310	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1050.63	1061.20	1045.24	1045.51	-15.70	-1.48	1797.18	156.44	50
20230313	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1044.93	1070.60	1037.34	1070.52	25.02	2.39	2130.97	192.01	50
20230314	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1072.17	1086.70	1058.60	1065.36	-5.16	-0.48	2684.17	242.30	50
20230315	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1072.04	1076.56	1059.96	1061.45	-3.92	-0.37	2001.72	179.14	50
20230316	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1055.22	1080.07	1043.15	1067.13	5.69	0.54	2347.03	222.91	50
20230317	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1075.39	1125.42	1075.39	1120.27	53.13	4.98	3906.45	364.74	50
20230320	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1149.01	1173.45	1147.77	1149.18	28.91	2.58	4929.41	473.97	50
20230321	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1146.81	1185.60	1144.98	1175.56	26.39	2.30	4071.39	378.36	50
20230322	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1179.90	1211.04	1171.34	1208.94	33.37	2.84	4885.87	438.60	50
20230323	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1203.92	1213.33	1192.76	1207.82	-1.12	-0.09	4198.94	392.52	50
20230324	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1208.17	1258.72	1208.17	1258.42	50.60	4.19	4966.35	497.05	50
20230327	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1259.85	1287.65	1238.23	1271.59	13.17	1.05	5537.75	573.05	50
20230328	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1259.49	1277.93	1242.72	1247.20	-24.39	-1.92	4600.79	473.60	50
20230329	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1246.72	1261.88	1222.93	1239.45	-7.76	-0.62	3845.32	421.84	50
20230330	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1234.82	1245.35	1210.43	1224.92	-14.52	-1.17	3151.40	342.63	50
20230331	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1225.19	1297.30	1217.02	1296.17	71.25	5.82	4136.74	451.91	50
20230403	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1284.62	1370.72	1284.59	1363.95	67.77	5.23	5343.56	622.03	50
20230404	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1361.07	1392.09	1345.76	1356.43	-7.52	-0.55	4798.07	573.48	50
20230406	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1330.78	1336.07	1296.91	1315.31	-41.12	-3.03	3926.97	460.31	50
20230407	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1318.59	1375.44	1297.78	1362.91	47.60	3.62	4042.87	479.81	50
20230410	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1367.45	1378.12	1291.43	1297.99	-64.92	-4.76	4285.43	548.14	50
20230411	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1301.41	1391.35	1295.06	1363.27	65.27	5.03	4990.86	626.06	50
20230412	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1363.10	1432.60	1359.59	1431.20	67.94	4.98	5391.79	695.69	50
20230413	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1430.12	1460.80	1407.61	1410.47	-20.73	-1.45	5798.97	758.06	50
20230414	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1407.46	1426.38	1343.60	1381.41	-29.06	-2.06	4571.37	602.96	50
20230417	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1367.36	1367.36	1323.46	1327.66	-53.75	-3.89	3572.38	450.73	50
20230418	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1322.51	1341.09	1287.57	1330.32	2.66	0.20	3188.15	435.61	50
20230419	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1324.54	1369.78	1324.54	1340.72	10.40	0.78	3554.86	455.02	50
20230420	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1337.46	1412.13	1337.46	1412.13	71.41	5.33	4704.88	613.10	50
20230421	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1416.69	1433.34	1346.56	1346.64	-65.50	-4.64	4618.39	611.78	50
20230424	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1343.85	1420.31	1343.85	1396.98	50.35	3.74	4570.71	619.99	50
20230425	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1391.82	1443.83	1376.66	1433.35	36.37	2.60	5001.83	678.17	50
20230426	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1418.82	1463.63	1366.71	1420.58	-12.77	-0.89	5054.37	708.17	50
20230427	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1401.47	1418.55	1331.71	1356.26	-64.32	-4.53	4845.79	625.13	50
20230428	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1350.51	1481.56	1350.51	1473.19	116.93	8.62	5827.98	752.45	50
20230504	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1502.48	1559.38	1490.76	1558.20	85.01	5.77	7020.66	865.85	50
20230505	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1543.90	1560.38	1510.97	1517.39	-40.81	-2.62	6172.90	802.62	50
20230508	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1507.07	1539.21	1472.47	1512.99	-4.40	-0.29	5587.02	713.80	50
20230509	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1495.28	1534.66	1469.17	1470.97	-42.02	-2.78	5425.46	703.22	50
20230510	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1462.88	1496.97	1422.85	1452.65	-18.33	-1.25	5088.13	676.29	50
20230511	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1465.01	1517.74	1455.07	1482.87	30.22	2.08	5387.37	694.81	50
20230512	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1470.39	1483.04	1415.55	1416.46	-66.41	-4.48	4603.71	586.43	50
20230515	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1422.26	1426.40	1349.52	1388.46	-28.00	-1.98	4308.61	554.85	50
20230516	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1392.19	1400.61	1326.40	1329.27	-59.19	-4.26	3864.62	499.79	50
20230517	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1315.74	1363.99	1313.34	1337.48	8.22	0.62	3194.17	415.28	50
20230518	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1330.56	1385.41	1323.39	1379.51	42.02	3.14	3717.95	488.61	50
20230519	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1371.81	1392.62	1341.13	1342.00	-37.51	-2.72	3280.86	429.01	50
20230522	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1335.43	1346.31	1296.14	1319.26	-22.74	-1.69	2739.82	349.72	50
20230523	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1318.59	1329.86	1292.79	1292.79	-26.47	-2.01	2462.68	315.36	50
20230524	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1289.00	1313.97	1271.80	1301.98	9.19	0.71	2728.29	336.31	50
20230525	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1296.98	1315.19	1240.68	1273.66	-28.32	-2.18	2925.45	363.59	50
20230526	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1270.56	1304.23	1257.98	1298.44	24.78	1.95	2518.14	330.42	50
20230529	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1304.27	1346.21	1292.64	1320.83	22.38	1.72	3750.65	490.50	50
20230530	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1304.67	1385.44	1285.45	1381.73	60.90	4.61	4047.68	542.91	50
20230531	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1380.31	1413.17	1378.05	1403.90	22.17	1.60	3664.04	495.09	50
20230601	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1388.44	1460.73	1385.82	1435.07	31.17	2.22	4379.91	579.77	50
20230602	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1444.24	1454.62	1425.92	1431.26	-3.81	-0.27	3767.71	479.36	50
20230605	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1424.96	1470.47	1419.56	1463.99	32.73	2.29	3801.55	495.34	50
20230606	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1455.17	1483.52	1414.22	1424.26	-39.73	-2.71	3945.02	507.84	50
20230607	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1420.40	1449.98	1401.26	1436.56	12.30	0.86	3293.56	435.29	50
20230608	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1426.85	1426.85	1380.72	1406.79	-29.77	-2.07	3387.88	448.19	50
20230609	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1410.89	1464.29	1396.60	1461.49	54.71	3.89	4150.42	559.15	50
20230612	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1458.02	1476.33	1454.51	1458.53	-2.97	-0.20	3814.40	505.25	50
20230613	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1458.87	1511.06	1457.39	1501.61	43.08	2.95	4576.77	622.09	50
20230614	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1499.23	1551.31	1499.23	1523.56	21.95	1.46	4691.13	641.32	50
20230615	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1532.92	1558.08	1511.43	1516.91	-6.64	-0.44	4282.29	637.25	50
20230616	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1504.66	1555.57	1488.53	1542.34	25.42	1.68	4093.56	624.83	50
20230619	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1548.19	1559.33	1529.88	1557.00	14.66	0.95	4107.02	620.14	50
20230620	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1549.20	1589.15	1540.29	1566.28	9.28	0.60	4063.19	614.03	50
20230621	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1543.19	1551.16	1448.44	1448.69	-117.59	-7.51	4191.84	621.02	50
20230626	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1432.10	1446.59	1360.96	1367.38	-81.31	-5.61	3672.03	474.66	50
20230627	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1373.45	1402.18	1358.55	1382.19	14.81	1.08	2870.81	351.38	50
20230628	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1373.23	1377.80	1316.44	1361.27	-20.91	-1.51	3826.87	472.54	50
20230629	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1360.93	1393.11	1360.37	1384.10	22.83	1.68	2937.43	366.17	50
20230630	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1377.07	1392.37	1357.88	1373.14	-10.97	-0.79	2648.92	338.56	50
20230703	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1372.80	1372.80	1295.72	1316.71	-56.43	-4.11	3426.26	416.99	50
20230704	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1314.71	1323.63	1307.54	1323.61	6.91	0.52	2486.35	304.35	50
20230705	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1317.71	1330.22	1306.62	1306.97	-16.65	-1.26	2088.55	252.60	50
20230706	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1303.64	1346.09	1303.64	1310.04	3.07	0.24	2379.34	298.28	50
20230707	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1303.51	1312.92	1265.75	1299.11	-10.93	-0.83	2374.88	279.44	50
20230710	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1304.43	1318.68	1292.48	1316.96	17.85	1.37	2077.90	236.35	50
20230711	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1312.90	1323.84	1293.09	1306.17	-10.78	-0.82	1955.23	216.83	50
20230712	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1308.63	1315.51	1273.50	1276.67	-29.50	-2.26	2862.70	306.35	50
20230713	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1283.79	1325.05	1274.82	1319.96	43.29	3.39	3027.74	373.93	50
20230714	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1326.13	1358.10	1325.32	1338.77	18.81	1.43	2996.56	391.81	50
20230717	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1334.49	1336.52	1307.86	1313.53	-25.23	-1.88	2709.66	342.33	50
20230718	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1317.10	1317.61	1291.20	1292.64	-20.90	-1.59	2174.29	277.71	50
20230719	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1294.03	1313.65	1289.98	1306.97	14.33	1.11	2137.44	280.97	50
20230720	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1304.62	1304.62	1274.28	1276.61	-30.35	-2.32	2648.10	301.98	50
20230721	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1274.12	1289.22	1260.57	1270.97	-5.64	-0.44	2363.03	270.15	50
20230724	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1264.67	1290.66	1259.65	1268.73	-2.24	-0.18	2015.32	240.42	50
20230725	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1279.75	1299.95	1269.74	1286.23	17.50	1.38	2658.54	309.64	50
20230726	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1283.75	1283.75	1242.96	1250.10	-36.12	-2.81	2494.40	273.95	50
20230727	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1246.45	1258.61	1234.15	1235.96	-14.14	-1.13	2206.09	235.40	50
20230728	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1231.66	1238.90	1220.23	1231.08	-4.88	-0.40	2030.52	213.44	50
20230731	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1230.16	1278.84	1219.93	1263.91	32.83	2.67	2748.38	288.65	50
20230801	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1261.88	1271.54	1247.80	1264.40	0.49	0.04	2060.96	208.52	50
20230802	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1258.17	1259.98	1246.16	1257.76	-6.63	-0.52	1969.26	206.04	50
20230803	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1249.74	1263.76	1244.09	1250.52	-7.25	-0.58	1714.77	188.50	50
20230804	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1251.98	1284.25	1251.92	1279.72	29.21	2.34	2770.71	292.88	50
20230807	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1286.11	1312.95	1280.63	1299.79	20.07	1.57	3222.69	366.26	50
20230808	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1295.84	1318.56	1291.92	1297.66	-2.13	-0.16	2559.05	298.57	50
20230809	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1290.06	1297.15	1254.23	1257.19	-40.48	-3.12	2170.34	258.21	50
20230810	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1256.32	1275.82	1252.01	1259.49	2.31	0.18	1763.78	200.34	50
20230811	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1263.21	1277.68	1241.39	1241.83	-17.66	-1.40	1811.54	213.38	50
